image_id,specimen_id,split,collector,device_type,shot_index,raw_path,source_root,naming,ext,file_size_bytes,content_hash,status_ingest,is_duplicate_content
622cf37f9463bd75,FR15ABOM150820018,train,,P,1,D:\IDMB\images\Bombus\collection\Bombus_confusus\male\FR15ABOM150820018_P1.JPG,D:\IDMB\images\Bombus\collection,organized_underscore,.jpg,5478993,622cf37f9463bd75,parsed_ok,False
54838c3f42c9cd04,FR15ABOM150820018,train,,P,2,D:\IDMB\images\Bombus\collection\Bombus_confusus\male\FR15ABOM150820018_P2.JPG,D:\IDMB\images\Bombus\collection,organized_underscore,.jpg,5327791,54838c3f42c9cd04,parsed_ok,False
23847567d6cc4c3f,FR15ABOM150820018,train,,S,1,D:\IDMB\images\Bombus\collection\Bombus_confusus\male\FR15ABOM150820018_S1.jpg,D:\IDMB\images\Bombus\collection,organized_underscore,.jpg,1761714,23847567d6cc4c3f,parsed_ok,False
415f3ba1a049b9e1,FR15ABOM150820018,train,,S,2,D:\IDMB\images\Bombus\collection\Bombus_confusus\male\FR15ABOM150820018_S2.jpg,D:\IDMB\images\Bombus\collection,organized_underscore,.jpg,1690327,415f3ba1a049b9e1,parsed_ok,False
af0c75d9759875f5,FR15ABOM150820018,train,,S,3,D:\IDMB\images\Bombus\collection\Bombus_confusus\male\FR15ABOM150820018_S3.jpg,D:\IDMB\images\Bombus\collection,organized_underscore,.jpg,1706336,af0c75d9759875f5,parsed_ok,False
90054c44163f685a,FR15ABOM170821029,train,,P,1,D:\IDMB\images\Bombus\collection\Bombus_confusus\male\FR15ABOM170821029_P1.JPG,D:\IDMB\images\Bombus\collection,organized_underscore,.jpg,5326297,90054c44163f685a,parsed_ok,False
5f275ce47bf1aa6e,FR15ABOM170821029,train,,P,2,D:\IDMB\images\Bombus\collection\Bombus_confusus\male\FR15ABOM170821029_P2.JPG,D:\IDMB\images\Bombus\collection,organized_underscore,.jpg,5307680,5f275ce47bf1aa6e,parsed_ok,False
ed5f2c84a7ea30c8,FR15ABOM170821029,train,,S,1,D:\IDMB\images\Bombus\collection\Bombus_confusus\male\FR15ABOM170821029_S1.jpg,D:\IDMB\images\Bombus\collection,organized_underscore,.jpg,2076512,ed5f2c84a7ea30c8,parsed_ok,False
e77bf19de662af84,FR15ABOM170821029,train,,S,2,D:\IDMB\images\Bombus\collection\Bombus_confusus\male\FR15ABOM170821029_S2.jpg,D:\IDMB\images\Bombus\collection,organized_underscore,.jpg,1968385,e77bf19de662af84,parsed_ok,False
8149584fdf26097b,FR15ABOM170821029,train,,S,3,D:\IDMB\images\Bombus\collection\Bombus_confusus\male\FR15ABOM170821029_S3.jpg,D:\IDMB\images\Bombus\collection,organized_underscore,.jpg,1846290,8149584fdf26097b,parsed_ok,False
303af0e2f7cbcfe6,FR15ABOM210821137,train,,P,1,D:\IDMB\images\Bombus\collection\Bombus_confusus\male\FR15ABOM210821137_P1.JPG,D:\IDMB\images\Bombus\collection,organized_underscore,.jpg,5317276,303af0e2f7cbcfe6,parsed_ok,False
5fee0d0f0b51942e,FR15ABOM210821137,train,,P,2,D:\IDMB\images\Bombus\collection\Bombus_confusus\male\FR15ABOM210821137_P2.JPG,D:\IDMB\images\Bombus\collection,organized_underscore,.jpg,5353780,5fee0d0f0b51942e,parsed_ok,False
d820dd849dfa6a31,FR15ABOM210821137,train,,S,1,D:\IDMB\images\Bombus\collection\Bombus_confusus\male\FR15ABOM210821137_S1.jpg,D:\IDMB\images\Bombus\collection,organized_underscore,.jpg,1915293,d820dd849dfa6a31,parsed_ok,False
e7d6997e4d7df086,FR15ABOM210821137,train,,S,2,D:\IDMB\images\Bombus\collection\Bombus_confusus\male\FR15ABOM210821137_S2.jpg,D:\IDMB\images\Bombus\collection,organized_underscore,.jpg,1769086,e7d6997e4d7df086,parsed_ok,False
3d1dc6a9224ba360,FR15ABOM210821137,train,,S,3,D:\IDMB\images\Bombus\collection\Bombus_confusus\male\FR15ABOM210821137_S3.jpg,D:\IDMB\images\Bombus\collection,organized_underscore,.jpg,1742626,3d1dc6a9224ba360,parsed_ok,False
92c3ebabbe6eb62e,FR15ABOM210821139,train,,P,1,D:\IDMB\images\Bombus\collection\Bombus_confusus\male\FR15ABOM210821139_P1.JPG,D:\IDMB\images\Bombus\collection,organized_underscore,.jpg,4887364,92c3ebabbe6eb62e,parsed_ok,False
cc268e948186c45a,FR15ABOM210821139,train,,P,2,D:\IDMB\images\Bombus\collection\Bombus_confusus\male\FR15ABOM210821139_P2.JPG,D:\IDMB\images\Bombus\collection,organized_underscore,.jpg,5046387,cc268e948186c45a,parsed_ok,False
bcf4d5841967ddcd,FR15ABOM210821139,train,,S,1,D:\IDMB\images\Bombus\collection\Bombus_confusus\male\FR15ABOM210821139_S1.jpg,D:\IDMB\images\Bombus\collection,organized_underscore,.jpg,1743938,bcf4d5841967ddcd,parsed_ok,False
3b9b4b55a1fad9b1,FR15ABOM210821139,train,,S,2,D:\IDMB\images\Bombus\collection\Bombus_confusus\male\FR15ABOM210821139_S2.jpg,D:\IDMB\images\Bombus\collection,organized_underscore,.jpg,1645740,3b9b4b55a1fad9b1,parsed_ok,False
