tps_id,specimen_id,n_outlier_landmarks,status
880865214958556725,CollecYvan1,0,OK
896162266994940576,15G2021-1826,2,OK
898243264174976325,CD388821e,0,OK
910704911835895166,CD388623,0,OK
942940982466021036,CD387577,0,OK
945661501146640463,N815,17,SUSPECT
955840298482083363,FR15ABOM210821212,0,OK
959298531819195044,FR04ABOM220722001,16,SUSPECT
967607391204903129,ABAURA8885b,14,SUSPECT
971317062429240306,FR73ABOM130722002,0,OK
988467511626707534,FR15ABOM100721032,0,OK
1003970787634399314,FR73ABOM200722030,0,OK
1005294617802844740,FR15_ABOM180720047,8,OK
1013833073519454295,CD388865e,16,SUSPECT
1021561606712904189,ABAURA8238b,0,OK
1031583116996394398,FR73ABOM200722037,0,OK
1042528475149763162,CD387577,0,OK
1044977251111533666,FR15ABOM200722063,1,OK
1045626385559222715,OPIE_Lapi_7B,0,OK
1055885739403919030,FR04ABOM220722089,17,SUSPECT
1070448845019159740,ABAURA4928,13,SUSPECT
1073172478980479401,N815,0,OK
1080361055498079119,BAR-2018.00332,0,OK
1081823674967067417,2019.02080,0,OK
1091503173693854868,VAN-2019.00814,8,OK
1106221453501318564,N384,16,SUSPECT
1110132149540268925,FR15ABOM220821084,0,OK
1112492554669920711,FR15_ABOM09082020078,17,SUSPECT
1127804996636100631,CD388391b,0,OK
1146022556351873545,CD388230b,0,OK
1148815807867232900,OPIE_Lapi_200703b,0,OK
1151557547667897780,FR15ABOM210821119,11,SUSPECT
1171821448597858841,FR15_ABOM180720046,0,OK
1181971465516331510,FR73ABOM130722066,0,OK
1189354874402479125,2020.00377,8,OK
1189599785375149279,CD387804c,0,OK
1190892887419805972,FR15ABOM220821068,0,OK
1200749968542633037,ABAURA5667,16,SUSPECT
1204767379267828195,FR15ABOM210821048,11,SUSPECT
1206832898009368400,ABAURA7781,1,OK
1208756123725988144,FR73ABOM130722046,17,SUSPECT
1209167610279896462,FR15ABOM120722071,8,OK
1214843473354037261,ABAURA8207b,0,OK
1225226621808654650,CollecYvan2,2,OK
1228412014047139995,OPIE_Lapi_180703,0,OK
1242502102427522643,FR73ABOM140722039,2,OK
1245230814897430973,CD388018c,0,OK
1247575584416375346,ABAURA8238d,0,OK
1254801249479054820,2020.00301,0,OK
1268125850817992076,ABAURA8207d,8,OK
1287783957122681570,CD388820b,0,OK
1295341113320580847,FR15ABOM200821209,0,OK
1296412302014021735,ABAURA8150b,13,SUSPECT
1304348702088567740,FR15ABOM210821210,0,OK
1335828006066039312,OPIE_Lapi_100803,0,OK
1337160185689612837,FR15ABOM210821014,11,SUSPECT
1338197413230909975,FR15ABOM200821209,0,OK
1343206909353170991,FR15ABOM210822013,11,SUSPECT
1346242556999902151,FR15ABOM210821210,0,OK
1347982542538241873,OPIE_Lapi_7B,0,OK
1356807524180567006,2020.04044,0,OK
1357971268633095089,FR73ABOM130722021,0,OK
1362944279605787423,FR73ABOM130722041,17,SUSPECT
1363413050376779111,FR05ABOM220722027,0,OK
1365341269833208266,N815,1,OK
1367764088724031858,ABAURA5103,15,SUSPECT
1380833135987846944,2013.0265,17,SUSPECT
1385333575111868432,OPIE_Lapi_95C,0,OK
1391755137068659434,CollecYvan19,0,OK
1391859460984027201,D264520b,16,SUSPECT
1411311121426389201,ABAURA8201,15,SUSPECT
1412374864979430625,POLLINIS4384,17,SUSPECT
1420992679070452982,ABAURA8239b,0,OK
1422975185125376947,CD388235b,0,OK
1426729925260689326,FR15ABOM170821030,10,SUSPECT
1437325552117774147,CollecYvan19,0,OK
1440895632478042869,FR73ABOM140722031,2,OK
1443360949137353949,CD388821,0,OK
1463265784250105784,POLLINIS5983,0,OK
1469374144838949278,CD388821f,17,SUSPECT
1474153267961671344,ABAURA8238b,0,OK
1477275319888618774,2020.00449,0,OK
1487757934977516044,ABAURA8852,8,OK
1488082986644825907,OPIE_Lapi_160720b,0,OK
1490407985053285183,N384,16,SUSPECT
1492753584022850798,15L2021-1499,0,OK
1502961971681082811,FR15ABOM310520005,3,OK
1504939188074964846,15L2021-1748,11,SUSPECT
1506495257480778358,FR73ABOM130722007,0,OK
1521337149881213984,2019.02167,17,SUSPECT
1533777754494411473,CD387770d,17,SUSPECT
1539141425345947620,15L2021-1739,0,OK
1542630732355308504,VAN-2019.00781,0,OK
1545454549113322296,FR15ABOM200722026,0,OK
1551602666894163954,NoName12,0,OK
1551848814134047231,FR15ABOM170821030b,0,OK
1574832244807884232,OPIE_Lapi_160720,0,OK
1585839761560219467,FR15_STPONCY300921024,0,OK
1587111681456319334,15L2021-1739,0,OK
1592539211707136859,15L2021-1731,0,OK
1595913863198529763,FR15ABOM220821070,0,OK
1605255707940813051,FR73ABOM140722001,0,OK
1619571888597203691,FR73ABOM200722030,0,OK
1631963360879743454,FR15ABOM210821165,15,SUSPECT
1641598850930569932,FR73ABOM130722018,0,OK
1645138906246496585,FR05ABOM220722028,8,OK
1648032348385802712,FR15ABOM200821004,11,SUSPECT
1650445772835622702,FR15_ABOM30072020071,0,OK
1656055931002668436,FR73ABOM120722103,0,OK
1658702285017924792,CD387770,0,OK
1659241877607912361,FR15ABOM200821005,0,OK
1678688769062888823,2019.02080,0,OK
1682239494360639726,N126,0,OK
1692199176743939991,CD388016,0,OK
1692267543931402185,CD388809,17,SUSPECT
1692837646763047235,2020.00377,13,SUSPECT
1701792710029753893,N384,16,SUSPECT
1704185369624954858,CD388872c,0,OK
1705817493323752784,15L2021-1748,0,OK
1711466949537271607,ABAURA57210,16,SUSPECT
1712912704962777822,ABAURA8238b,0,OK
1716781986576055911,2020.00294,18,SUSPECT
1717994079365764202,CollecYvan20,0,OK
1726052206488131508,OPIE_Lapi_H1,0,OK
1743944231663939868,FR15_ABOM080820039,0,OK
1744995711136117333,2019.02118,0,OK
1753612993452202525,FR15AB100518002,8,OK
1757518672165003567,FR15ABOM150821068,0,OK
1768555527543405184,15L2021-1499,0,OK
1792438505623026023,ABB-2020.00032,16,SUSPECT
1796576246119554012,FR15ABOM210822016,0,OK
1810720549777051060,2020.04044,0,OK
1812021598184244276,FR15ABOM210821048,11,SUSPECT
1820657414319537692,FR73ABOM150722001,0,OK
1823191334478567173,ABAURA8207c,1,OK
1830542752117578347,ABAURA8240b,0,OK
1837160338483733211,FR73ABOM130722029,0,OK
1860676922611781187,FR15ABOM210821174,0,OK
1867457626708111940,15L2021-1732,0,OK
1875759209742122756,OPIE_Lapi_130720,16,SUSPECT
1914967119459342757,OPIE_Lapi_230620,0,OK
1931556345409793682,ABAURA4923b,0,OK
1933432062129022602,CD387804,0,OK
1934172144074619925,ABAURA8228,17,SUSPECT
1940361325205590183,ABAURA8595,8,OK
1944006020380606650,FR15_ABOM07082020062,10,SUSPECT
1946073778687723189,FR15_ABOM090820071,15,SUSPECT
1947861145411699213,ABAURA8228b,2,OK
1957660630969517630,2020.03886,2,OK
1975033419878963433,CollecYvan5,0,OK
1979473500451041965,NoName13,0,OK
2001351689052833454,CD388230,17,SUSPECT
2003511789396906013,CD387770c,0,OK
2004344290960564323,ABAURA7151,17,SUSPECT
2008624562755914573,ABAURA8239d,1,OK
2014071241846465517,CD388865b,0,OK
2030316910827694247,ABAURA8239b,0,OK
2044621777646983297,CD388862b,0,OK
2051002701209069443,BAR-2018.00871,0,OK
2056187189212026994,CollecYvan19,0,OK
2068674074216035479,FR15ABOM200821005,0,OK
2068931990265564654,OPIE_Lapi_220620b,16,SUSPECT
2072467647467769159,FR15ABOM210822013,0,OK
2082352098395814720,FR15_ABOM25082020008,2,OK
2082676388727559153,POLLINIS4982b,17,SUSPECT
2092461072936623554,FR04ABOM220722061,2,OK
2095342614509046389,FR15ABOM120722071,8,OK
2117876456687164164,FR73ABOM200722029,0,OK
2119754676446625043,VAN-2019.00822,0,OK
2124875945452794732,2019.02188,0,OK
2159466591026692207,FR05ABOM220722028,8,OK
2166732529024783468,2020.04010,0,OK
2167237465225126329,2020.00254,0,OK
2171877392055381998,ABAURA57210,16,SUSPECT
2186043386262895505,2012.0034,0,OK
2191195613283436604,FR15ABOM100721047,0,OK
2199962861739715974,ABAURA7163,0,OK
2229858304723807433,ABAURA8885,11,SUSPECT
2246790438452834187,VAN-2019.00788,0,OK
2249380234695479944,CollecYvan22,0,OK
2251137256543852775,VAN-2019.00787,0,OK
2274383725895456221,15L2021-1743,0,OK
2281152379841993424,15L2021-1740,16,SUSPECT
2311851698331370795,CD387324,0,OK
2323734318108803343,NoName9,2,OK
2327586968896700607,OPIE_Lapi_030803,0,OK
2327886199471061716,NoName10,2,OK
2332794769639946183,VAN-2019.00783,0,OK
2345381983841562254,FR73ABOM200722039,0,OK
2345954933430164868,N815,1,OK
2352066855414272081,OPIE_Lapi_110702,0,OK
2352707376231352089,OPIE_Lapi_230620,0,OK
2355669446195500701,N407,0,OK
2356345005320057367,ABAURA4923,0,OK
2371496628639679998,NoName14,11,SUSPECT
2372444958095422267,FR15ABOM210821147,0,OK
2375641757901963603,ABAURA8238c,0,OK
2382597951910509567,POLLINIS4982b,17,SUSPECT
2382621846151395378,VAN-2019.00795,0,OK
2400199568413053459,FR73ABOM130722021,0,OK
2401887545679581752,AGR.2016.1415,17,SUSPECT
2404942252177965217,NoName3,11,SUSPECT
2413915245509156258,2020.00294,17,SUSPECT
2416223775629850706,OPIE_Lapi_270702,16,SUSPECT
2418865208042578570,CD387770,0,OK
2422866421222322626,OPIE_Lapi_220620c,0,OK
2424203530432323978,FR04ABOM220722050,0,OK
2439067950975677996,FR15ABOM150720008,10,SUSPECT
2446018093544642983,FR73ABOM130722063,0,OK
2447862899245364797,ABAURA8240d,2,OK
2449068926128297979,FR73ABOM120722090,0,OK
2456022063836623139,POLLINIS4984,17,SUSPECT
2457919888493398261,FR15ABOM210821171,0,OK
2462071925073393633,POLLINIS4384,17,SUSPECT
2480331332388501513,FR15ABOM200821126,11,SUSPECT
2483139105432776787,OPIE_Lapi_100820,0,OK
2486088110007184886,FR15ABOM200722065,0,OK
2494179682950323879,FR73ABOM120722028,2,OK
2495029415961982461,FR15_ABOM07082020082,0,OK
2498307557436194780,CD388820,10,SUSPECT
2518283427514020821,FR73ABOM140722011,0,OK
2529380236554259199,OPIE_Lapi_78V,0,OK
2530765026864854845,CollecYvan19,0,OK
2536817445829171107,FR73ABOM130722041,0,OK
2543157462086796609,OPIE_Lapi_200720,0,OK
2555565546496853690,ABAURA5103,16,SUSPECT
2555565863932356734,ABAURA8208,16,SUSPECT
2559299577099078719,FR15ABOM150820018,0,OK
2569465219629216314,ABAURA8599,8,OK
2595016461775232259,15L2021-1740,0,OK
2606484260979126899,15L2021-1499,0,OK
2613754014248249339,ABAURA7150,0,OK
2616061571233107318,FR15_ABOM07082020038,0,OK
2627353266458896917,FR15ABOM210821115,0,OK
2630570305415899466,2020.03926,16,SUSPECT
2650952391160599399,FR15_ABOM30072020036,2,OK
2653424390411059067,CD388018b,0,OK
2654401350682523988,FR15_ABOM30072020045,11,SUSPECT
2657146039317965979,FR05ABOM220722027,0,OK
2664269692851295681,ABB-2020.00038,0,OK
2666763097238721739,2020.06244,0,OK
2672420519876902383,FR73ABOM200722031,0,OK
2676699819679637215,CD387766,0,OK
2680475349463146970,2020.03930,0,OK
2682066317807652598,2020.00410,0,OK
2682719508136712732,CD388865,17,SUSPECT
2686954171286633724,NoName13,2,OK
2688399175134865920,FR05ABOM220722024,0,OK
2693144823658369873,ABAURA8885b,14,SUSPECT
2693643774966499517,ABAURA8238c,16,SUSPECT
2693777989083595113,FR15_ABOM180720054,0,OK
2695863435938829498,CollecYvan2,2,OK
2698451946961004474,FR73ABOM150722006,0,OK
2709300509592550918,CD388016b,0,OK
2710265050163025769,OPIE_Lapi_290602,0,OK
2717508100458240689,CD387303,0,OK
2719773617491722731,2020.00410,0,OK
2720316977517382066,CD388769,0,OK
2721564395833412391,ABAURA7153,0,OK
2723560239839250814,FR15ABOM210821177,0,OK
2725621753573130859,FR73ABOM130722067,0,OK
2729647962108757950,ABAURA8228,16,SUSPECT
2730479896652773761,N628,18,SUSPECT
2735577881747995751,OPIE_Lapi_130720,16,SUSPECT
2737373765328652417,CD388612,0,OK
2741373692378479811,ABAURA4915,0,OK
2741838328037611908,ABAURA7155,16,SUSPECT
2759736151302968354,OPIE_Lapi_160720,2,OK
2788840346667083112,OPIE_Lapi_030803b,0,OK
2788904053042184202,OPPO.2021.03276,16,SUSPECT
2792116386231039218,NoName4,4,OK
2800286272380592668,OPIE_Lapi_200703,0,OK
2800456873041066703,ABAURA8239d,14,SUSPECT
2807944215017112137,FR15ABOM210821110,0,OK
2813832358390422115,CD388821f,17,SUSPECT
2816592354765639666,CollecYvan18,0,OK
2823305915369274780,VAN-2019.00788,0,OK
2828752192752641014,VAN-2019.00814,8,OK
2841353377855041742,FR73ABOM200722038,0,OK
2849025425921291009,BAR.2018.00342,0,OK
2849792952035944628,CD387759,0,OK
2866367549790454036,ABAURA8208,16,SUSPECT
2873474308660095591,UBC-2011.0157,4,OK
2881866469886152707,FR73ABOM140722001,0,OK
2900520151789935423,CD388872b,0,OK
2902079934461628389,2020.00449,0,OK
2902658405686952079,15L2021-1739,0,OK
2904688863831542461,20A.07897,18,SUSPECT
2913109778238591768,D264515,0,OK
2918239573817853894,FR73ABOM120722002,0,OK
2923213527058729573,FR73ABOM200722039,0,OK
2923339019055743546,FR73ABOM130722029,0,OK
2933036692193488299,CD387804,0,OK
2935115965511477696,VAN-2019.00783,0,OK
2946092350616468391,15G2021-1200,0,OK
2948844987544058103,FR73ABOM140722009,0,OK
2950949007564692621,FR15_ABOM30072020071,0,OK
2953791766368264594,ABAURA8203,0,OK
2962697113750629541,POLLINIS4455,8,OK
2967176148094682884,ABAURA8208,16,SUSPECT
2971225589819431279,CollecYvan1,0,OK
2972063990502919988,CD388623c,17,SUSPECT
2981350389209972515,FR15_ABOM090820071,0,OK
2988196262777355223,OPIE_Lapi_H1,0,OK
2990309053356917015,VAN-2019.00822,7,OK
2998295927466741026,N385,17,SUSPECT
3013083529259570635,CD388018,0,OK
3015425735824096523,CD388391,16,SUSPECT
3017498277975934373,ABAURA8602,0,OK
3022165203843591546,FR04ABOM220722087,17,SUSPECT
3024948421225699089,ABAURA8240d,0,OK
3028433712349904265,2020.00339,0,OK
3030475161172409276,ABAURA8205b,0,OK
3035649698333327847,CollecYvan3,0,OK
3049940976567308965,FR15ABOM150821068,11,SUSPECT
3054125426061801679,ABAURA8602,0,OK
3060291086464808786,CollecYvan8,0,OK
3071716573565786253,FR73ABOM200722037,0,OK
3072232492165679356,FR73ABOM130722064,0,OK
3081692493439108521,CollecYvan17,17,SUSPECT
3084183003397850994,FR73ABOM130722007,2,OK
3091976511421569399,CollecYvan11,15,SUSPECT
3099095196952856899,FR73ABOM200722034,17,SUSPECT
3102283517855243290,FR15ABOM150821068,0,OK
3113799726081661802,FR04ABOM220722047,16,SUSPECT
3115170852845213122,FR04ABOM220722047,0,OK
3120923435265752233,FR73ABOM130722064,0,OK
3124950062446658847,OPIE_Lapi_B2,2,OK
3131422130404552525,2020.03926,16,SUSPECT
3140227027977275255,CollecYvan9,0,OK
3141909722524865970,CollecYvan1,0,OK
3142113856276916852,CD388230b,0,OK
3146520292776512126,ABAURA5593,0,OK
3146545876462143342,ABAURA7153,0,OK
3170208649003964894,FR15ABOM200722026,0,OK
3175168988530798016,FR15ABOM200821233,0,OK
3179660731862308389,OPIE_Lapi_220620d,2,OK
3198940001954979524,FR15_ABOM07082020049,0,OK
3199542365741326713,2020.06243,0,OK
3202319583557588833,FR73ABOM200722041,0,OK
3202712334252014977,OPIE_Lapi_070820,0,OK
3202778846627554304,ABAURA8885b,14,SUSPECT
3210752064652807424,CollecYvan4,0,OK
3229510835534917180,FR73ABOM150722001,0,OK
3236638664820372670,FR15ABOM220821084,0,OK
3252986850372897738,2020.03886,0,OK
3254645963107599522,CD388408,0,OK
3255549037080812025,FR15_STPONCY300921024,0,OK
3257659755017505182,ABAURA4926,0,OK
3288142197423673818,CD388018c,0,OK
3291313926846668442,CD388865,17,SUSPECT
3295450660149810258,FR15_ABOM080820039,0,OK
3306853775351387936,OPIE_Lapi_030803,0,OK
3307959773168516190,ABAURA7781,1,OK
3309091107493894523,CD388809,17,SUSPECT
3309950261087369460,POLLINIS4402,14,SUSPECT
3310530833203950963,FR15_ABOM30072020045,0,OK
3320316510121869976,CD388820,9,OK
3333515155716840581,ABAURA8604,8,OK
3337582638011976366,ABAURA8764,0,OK
3338828862600697148,CD388861,0,OK
3339551988593392573,ABAURA5633,16,SUSPECT
3339637214625705050,ABAURA7781b,1,OK
3342490873066305858,ABAURA8526b,9,OK
3344994435092294335,FR15ABOM210821014,11,SUSPECT
3348410958250221997,VAN-2019.00787,0,OK
3351659348137621843,VAN-2019.00783,0,OK
3369702325497173757,ABAURA8203,0,OK
3387528626820919053,ABAURA8238a,0,OK
3389514954907329180,D264520,15,SUSPECT
3408568502576603029,ABAURA8885e,0,OK
3414227253650655789,FR73ABOM130722064,0,OK
3415337710149642836,ABAURA8228,0,OK
3418559579004214599,POLLINIS4384,0,OK
3427073891643468077,D264520b,16,SUSPECT
3430156046178827376,OPIE_Lapi_240620,0,OK
3441417065969009353,15L2021-1743,0,OK
3447501811336366270,FR73ABOM130722067,0,OK
3460525302441989024,FR15ABOM210821143,0,OK
3465083710801758843,VAN-2019.00783,0,OK
3465810426504703716,ABAURA8204,8,OK
3475354920080363494,FR15ABOM210821137,0,OK
3481985390907367284,FR15ABOM210821147,0,OK
3482270257789489289,VAN-2019.00849,0,OK
3487904501502012157,CD387313,0,OK
3493122493738555750,FR15ABOM150821068,0,OK
3504753081846821418,NoName9,0,OK
3508758047660291459,NoName6,0,OK
3515043809550027398,FR15ABOM210821048,0,OK
3521722031635618712,FR15_ABOM180720048,8,OK
3521833008051515815,ABAURA8151,0,OK
3534802165325449321,2020.03926,0,OK
3545768504320547251,FR15ABOM210821174,0,OK
3547639712654112469,FR15ABOM220821070,0,OK
3549678804860968465,1036L,13,SUSPECT
3557191768022947857,ABAURA8240b,16,SUSPECT
3567299486616219214,ABAURA8205c,0,OK
3567849491046518286,FR15ABOM210821115,0,OK
3574431249252970984,FR15ABOM170821030,10,SUSPECT
3580874171261131150,2020.06348,17,SUSPECT
3586075772514471409,15L2021-1748,11,SUSPECT
3588925401078726297,NoName15,10,SUSPECT
3592977325806590637,ABAURA8205b,0,OK
3595365637907854955,FR15ABOM220821070,0,OK
3600590044570167826,CollecYvan23,0,OK
3601168829246712404,FR73ABOM200722034,17,SUSPECT
3617991283869694099,FR15ABOM170821120,0,OK
3640826197685866103,OPIE_Lapi_110702,2,OK
3656700928586158325,ABAURA8228b,0,OK
3660447077619415544,ABAURA4902,8,OK
3683119426090364545,1036L,11,SUSPECT
3702277454745893294,2020.06243,0,OK
3703592984425278294,15L2021-1498,0,OK
3707780650057313241,FR73ABOM140722015,2,OK
3709854211276526721,OPIE_Lapi_070820,0,OK
3709914416632068152,FR73ABOM130722039,0,OK
3712487482696052409,CollecYvan12,0,OK
3716964510561767889,N384,16,SUSPECT
3718438143306086886,ABAURA8885c,8,OK
3725179544578068242,CD387770c,0,OK
3733620489200871194,CD387324,0,OK
3745584807566628201,FR73ABOM200722028,0,OK
3748843466083498699,ABAURA8885,0,OK
3758153975606671040,FR15ABOM200722026,0,OK
3760389382947823392,FR15_ABOM30072020040,16,SUSPECT
3761263729397139503,FR73ABOM140722039,0,OK
3762404785761536506,POLLINIS4415,0,OK
3767363248426119024,FR05ABOM220722024,0,OK
3767443793769999699,ABAURA4923,0,OK
3768416242232702549,FR73ABOM120722118,0,OK
3779466521670105526,FR15ABOM200821010,0,OK
3783503125806626963,2020.00449,0,OK
3802223050324928256,15L2021-1758,0,OK
3802938402451563746,2020.00377,14,SUSPECT
3804071328095019811,FR15ABOM310520005,1,OK
3814100360277093235,FR73ABOM200722039,0,OK
3821654510869884498,ABAURA8885e,0,OK
3823316776632908875,FR15_ABOM170820009,0,OK
3844148605492067825,CollecYvan23,0,OK
3845808980175216263,CD388865d,17,SUSPECT
3849265505675813142,2019.02184,15,SUSPECT
3868538038876266019,FR15ABOM170821009,0,OK
3875271808955811997,FR04ABOM220722092,0,OK
3878154130502388678,N385,17,SUSPECT
3879425975395936247,CD388821d,0,OK
3899884997709468569,FR04ABOM220722047,0,OK
3905306421998025136,FR73ABOM130722039,0,OK
3909619592524901570,VAN-2019.00785,10,SUSPECT
3912124380268850246,2020.00294,18,SUSPECT
3917080765215101335,ABAURA8239d,1,OK
3925918476618446620,OPIE_Lapi_230620b,0,OK
3926483213076157580,CollecYvan6,0,OK
3929990737313519118,ABAURA8606,8,OK
3973731729722439718,CD387577b,0,OK
3979337082685045981,FR15_ABOM180720054,0,OK
3990924704561549766,FR15AB100518002,8,OK
3993976823990586008,ABAURA8150c,13,SUSPECT
3994808133463181344,OPIE_Lapi_A1b,0,OK
4001179821907520720,FR15ABOM170821030b,0,OK
4004197093407008808,CD388230b,2,OK
4010209659270508012,FR73ABOM130722040,0,OK
4010401419419824040,FR15_ABOM180720053,9,OK
4015227553622163341,CD388821d,17,SUSPECT
4026951830027475834,ABAURA8764,16,SUSPECT
4030233931093136133,VAN-2019.00787,0,OK
4031380835951146370,ABAURA8208b,0,OK
4034661842096636070,FR15ABOM220821055,0,OK
4035117679073080213,FR73ABOM200722031,0,OK
4043931409002035535,FR15ABOM220821084,0,OK
4052506967303274515,FR15ABOM200821014,0,OK
4057940730682843323,FR73ABOM120722072,0,OK
4058516658429516876,OPIE_Lapi_130720c,16,SUSPECT
4069265429876685653,CD387770b,0,OK
4071576675965447981,ABAURA8599,14,SUSPECT
4077451795579157143,OPIE_Lapi_D1,0,OK
4085625714812532585,RuppSupp1,0,OK
4088786456951823810,VAN-2019.00849,0,OK
4089064105002025974,FR15_ABOM090820071,15,SUSPECT
4097157212317171407,FR73ABOM130722030,0,OK
4112702644213112152,POLLINIS4402,0,OK
4117436397714454676,CD388408,0,OK
4121503119929600340,CollecYvan15,2,OK
4122527416571720573,FR73ABOM150722001,0,OK
4123244145541317512,FR15ABOM210821100,11,SUSPECT
4124080657166394378,ABAURA8240d,0,OK
4128701218275439931,N407,0,OK
4135550012829467890,FR73ABOM120722002,0,OK
