image_id,specimen_id,split,status,error_reason,confidence,n_detections,x1,y1,x2,y2,x3,y3,x4,y4,processing_time_s,processed_at
7d4d4b58cd03a62f,FR15ABOM060621003,train,OK,,0.2040,1,0.48370352,0.53395200,0.53347707,0.11665940,0.13100502,0.03138559,0.08123146,0.44867820,0.1349,2026-09-03T09:25:42+00:00
2c8ea2b2cbf8c506,FR15ABOM170821120,train,OK,,0.9284,1,0.39256352,0.43805107,0.40995273,0.11322719,0.00000000,0.07421301,0.00000000,0.39903685,0.0831,2026-09-03T09:25:42+00:00
a27fb2f758c0cd4e,NoName6,train,OK,,0.9162,1,0.38992676,0.50167167,0.41500887,0.19567594,0.00245093,0.13557756,0.00000000,0.44157329,0.0825,2026-09-03T09:25:42+00:00
53f0687d75dc891e,NoName7,train,FAILED,no_detection,,0,,,,,,,,,0.0829,2026-09-03T09:25:42+00:00
bfc083f5e58f98cb,CollecYvan10,train,OK,,0.9088,1,0.39727977,0.47802013,0.41743380,0.18009342,0.01032722,0.13114755,0.00000000,0.42907426,0.0861,2026-09-03T09:25:42+00:00
00ea6c23df34943f,CollecYvan11,train,OK,,0.8850,1,0.40886828,0.56929302,0.43568990,0.23673066,0.02547913,0.17793112,0.00000000,0.51049346,0.0857,2026-09-03T09:25:42+00:00
edac55944c4f2aa1,FR15ABOM210821211,train,OK,,0.9393,1,0.38535529,0.44069847,0.40270603,0.11171654,0.00000000,0.07334834,0.00000000,0.40233028,0.0835,2026-09-03T09:25:42+00:00
de8cc19a4a0cf858,FR15ABOM210821112,train,OK,,0.8145,1,0.39191738,0.52016932,0.41301194,0.17096379,0.00000000,0.12629850,0.00000000,0.47550404,0.0839,2026-09-03T09:25:43+00:00
17c61e59907c4306,FR15ABOM170821115,train,OK,,0.8504,1,0.42666915,0.51344377,0.42799079,0.11361472,0.00000000,0.11101326,0.00000000,0.51084232,0.0834,2026-09-03T09:25:43+00:00
429fd1473678aac6,FR15ABOM210821125,train,OK,,0.9054,1,0.36824033,0.48324504,0.42338908,0.10252489,0.01430934,0.00000000,0.00000000,0.37783614,0.0846,2026-09-03T09:25:43+00:00
